userid,age,occupation,gender
49988,29,executive/managerial,M
49989,18,sales/marketing,M
49990,26,self-employed,M
49991,28,K-12 student,M
49992,34,executive/managerial,M
49993,40,executive/managerial,M
49994,27,executive/managerial,M
49995,28,college/grad student,M
49996,25,executive/managerial,M
49997,31,other or not specified,F
49998,27,executive/managerial,M
49999,40,sales/marketing,M
50000,32,executive/managerial,M
50001,27,self-employed,M
50002,29,college/grad student,M
50003,29,sales/marketing,M
50004,34,scientist,M
50005,30,executive/managerial,M
50006,34,technician/engineer,M
50007,29,college/grad student,M
50008,26,college/grad student,M
50009,87,retired,M
50010,30,other or not specified,F
50011,31,scientist,M
50012,28,sales/marketing,M
50013,34,other or not specified,M
50014,33,other or not specified,F
50015,31,college/grad student,M
50016,31,other or not specified,M
50017,33,other or not specified,M
50018,25,academic/educator,M
50019,18,scientist,M
50020,28,executive/managerial,M
50021,40,sales/marketing,M
50022,29,self-employed,F
50023,30,executive/managerial,M
50024,30,sales/marketing,M
50025,30,scientist,M
50026,26,college/grad student,M
50027,33,executive/managerial,M
50028,25,self-employed,M
50029,29,college/grad student,M
50030,32,clerical/admin,M
50031,34,other or not specified,M
50032,27,sales/marketing,M
50033,34,self-employed,M
50034,20,other or not specified,F
50035,32,programmer,M
50036,25,college/grad student,M
50037,31,self-employed,M
50038,34,executive/managerial,M
50039,29,executive/managerial,M
50040,27,college/grad student,M
50041,31,artist,M
50042,33,scientist,M
50043,33,college/grad student,M
50044,28,customer service,M
50045,48,self-employed,M
50046,39,college/grad student,F
50047,18,self-employed,F
50048,86,retired,M
50049,22,technician/engineer,M
50050,34,scientist,M
50051,34,sales/marketing,M
50052,27,sales/marketing,M
50053,28,self-employed,F
50054,31,college/grad student,M
50055,34,technician/engineer,F
50056,30,executive/managerial,F
50057,34,executive/managerial,M
50058,27,college/grad student,M
50059,29,executive/managerial,M
50060,25,scientist,M
50061,25,college/grad student,M
50062,32,executive/managerial,M
50063,27,college/grad student,M
50064,26,sales/marketing,M
50065,31,college/grad student,M
50066,31,college/grad student,M
50067,29,executive/managerial,M
50068,30,executive/managerial,M
50069,55,executive/managerial,M
50070,18,K-12 student,M
50071,30,college/grad student,M
50072,22,other or not specified,M
50073,30,clerical/admin,M
50074,30,K-12 student,M
50075,25,college/grad student,M
50076,33,college/grad student,M
50077,31,college/grad student,M
50078,25,executive/managerial,M
50079,29,college/grad student,M
50080,27,executive/managerial,M
50081,27,college/grad student,F
50082,26,college/grad student,M
50083,33,scientist,M
50084,34,executive/managerial,M
50085,32,artist,M
50086,25,sales/marketing,M
50087,25,self-employed,F
50088,30,college/grad student,M
50089,34,scientist,M
50090,33,scientist,M
50091,26,scientist,M
50092,20,college/grad student,M
50093,28,tradesman/craftsman,M
50094,30,college/grad student,F
50095,29,self-employed,M
50096,25,college/grad student,M
50097,25,self-employed,M
50098,30,sales/marketing,M
50099,30,executive/managerial,F
50100,31,executive/managerial,M
50101,28,executive/managerial,M
50102,34,scientist,M
50103,26,college/grad student,M
50104,33,self-employed,M
50105,33,K-12 student,M
50106,31,other or not specified,F
50107,27,executive/managerial,M
50108,34,scientist,M
50109,25,K-12 student,M
50110,26,college/grad student,M
50111,24,self-employed,M
50112,26,other or not specified,M
50113,24,sales/marketing,M
50114,25,executive/managerial,M
50115,27,artist,M
50116,29,college/grad student,M
50117,31,scientist,M
50118,33,college/grad student,M
50119,31,executive/managerial,M
50120,28,other or not specified,F
50121,34,college/grad student,F
50122,12,K-12 student,M
50123,24,other or not specified,M
50124,75,retired,F
50125,26,self-employed,M
50126,26,scientist,M
50127,36,academic/educator,M
50128,32,college/grad student,M
50129,25,scientist,M
50130,28,artist,M
50131,31,college/grad student,M
50132,34,college/grad student,M
50133,31,college/grad student,M
50134,32,executive/managerial,M
50135,25,college/grad student,F
50136,28,college/grad student,F
50137,27,self-employed,F
50138,29,K-12 student,F
50139,26,clerical/admin,F
50140,15,sales/marketing,M
50141,38,executive/managerial,M
50142,72,other or not specified,M
50143,30,college/grad student,M
50144,28,tradesman/craftsman,M
50145,27,executive/managerial,M
50146,29,executive/managerial,M
50147,34,executive/managerial,M
50148,27,college/grad student,M
50149,25,self-employed,M
50150,26,executive/managerial,M
50151,25,scientist,F
50152,39,executive/managerial,F
50153,28,executive/managerial,F
50154,29,sales/marketing,M
50155,29,executive/managerial,M
50156,27,sales/marketing,M
50157,27,sales/marketing,M
50158,87,college/grad student,F
50159,34,scientist,M
50160,32,self-employed,M
50161,34,scientist,M
50162,25,self-employed,F
50163,29,college/grad student,F
50164,26,executive/managerial,M
50165,26,sales/marketing,M
50166,26,sales/marketing,M
50167,27,self-employed,M
50168,39,clerical/admin,M
50169,18,K-12 student,M
50170,74,other or not specified,M
50171,33,executive/managerial,M
50172,36,executive/managerial,M
50173,28,self-employed,F
50174,30,college/grad student,M
50175,25,other or not specified,F
50176,26,college/grad student,M
50177,29,college/grad student,M
50178,30,scientist,M
50179,33,sales/marketing,M
50180,25,homemaker,M
50181,28,college/grad student,M
50182,32,executive/managerial,M
50183,53,executive/managerial,M
50184,30,artist,M
50185,25,artist,M
50186,28,executive/managerial,M
50187,28,academic/educator,F
50188,42,executive/managerial,M
50189,67,scientist,M
50190,25,executive/managerial,M
50191,33,college/grad student,M
50192,31,sales/marketing,F
50193,33,other or not specified,F
50194,25,sales/marketing,M
50195,29,self-employed,F
50196,31,executive/managerial,M
50197,30,college/grad student,M
50198,33,executive/managerial,M
50199,32,executive/managerial,F
50200,29,other or not specified,M
50201,19,college/grad student,M
50202,25,artist,M
50203,34,college/grad student,M
50204,27,executive/managerial,M
50205,26,scientist,M
50206,18,K-12 student,F
50207,23,sales/marketing,M
50208,31,executive/managerial,M
50209,27,sales/marketing,F
50210,21,K-12 student,M
50211,36,sales/marketing,M
50212,30,sales/marketing,M
50213,27,sales/marketing,M
50214,30,K-12 student,M
50215,26,executive/managerial,M
50216,25,self-employed,M
50217,31,academic/educator,M
50218,59,sales/marketing,F
50219,28,college/grad student,M
50220,27,scientist,M
50221,28,academic/educator,M
50222,21,K-12 student,M
50223,25,self-employed,M
50224,26,scientist,M
50225,20,artist,F
50226,25,sales/marketing,M
50227,28,technician/engineer,M
50228,33,homemaker,M
50229,29,college/grad student,M
50230,31,other or not specified,F
50231,34,executive/managerial,M
50232,34,college/grad student,F
50233,32,college/grad student,M
50234,21,homemaker,F
50235,33,college/grad student,M
50236,20,K-12 student,M
50237,30,executive/managerial,M
50238,34,college/grad student,M
50239,31,college/grad student,M
50240,25,college/grad student,M
50241,34,college/grad student,M
50242,29,college/grad student,M
50243,26,college/grad student,M
50244,28,programmer,M
50245,25,college/grad student,M
50246,31,college/grad student,M
50247,29,self-employed,M
50248,32,executive/managerial,F
50249,29,self-employed,F
50250,26,executive/managerial,M
50251,30,academic/educator,F
50252,18,homemaker,M
50253,21,sales/marketing,M
50254,20,executive/managerial,M
50255,25,scientist,F
50256,34,executive/managerial,M
50257,31,college/grad student,M
50258,29,college/grad student,M
50259,30,college/grad student,F
50260,32,college/grad student,M
50261,26,executive/managerial,M
50262,31,technician/engineer,M
50263,33,sales/marketing,M
50264,34,college/grad student,M
50265,18,K-12 student,F
50266,21,K-12 student,M
50267,28,college/grad student,M
50268,34,other or not specified,M
50269,32,college/grad student,M
50270,27,college/grad student,M
50271,30,scientist,M
50272,32,college/grad student,M
50273,32,executive/managerial,M
50274,33,K-12 student,M
50275,29,scientist,M
50276,28,college/grad student,M
50277,26,college/grad student,M
50278,32,academic/educator,F
50279,50,executive/managerial,M
50280,28,college/grad student,M
50281,34,college/grad student,M
50282,27,executive/managerial,M
50283,34,other or not specified,M
50284,28,executive/managerial,M
50285,26,artist,F
50286,12,K-12 student,M
50287,29,executive/managerial,M
50288,29,executive/managerial,M
50289,32,self-employed,M
50290,28,sales/marketing,M
50291,32,college/grad student,M
50292,30,executive/managerial,M
50293,18,sales/marketing,M
50294,30,unemployed,M
50295,18,K-12 student,F
50296,33,executive/managerial,M
50297,25,writer,M
50298,25,college/grad student,M
50299,25,executive/managerial,M
50300,31,K-12 student,M
50301,27,college/grad student,F
50302,31,executive/managerial,M
50303,34,executive/managerial,M
50304,29,college/grad student,M
50305,65,retired,M
50306,34,lawyer,M
50307,26,college/grad student,M
50308,27,college/grad student,M
50309,34,sales/marketing,M
50310,33,college/grad student,M
50311,34,college/grad student,M
50312,32,scientist,M
50313,26,scientist,F
50314,29,other or not specified,M
50315,30,college/grad student,M
50316,28,college/grad student,M
50317,31,other or not specified,F
50318,34,other or not specified,M
50319,43,executive/managerial,F
50320,28,college/grad student,M
50321,34,other or not specified,M
50322,31,college/grad student,M
50323,30,college/grad student,M
50324,14,K-12 student,F
50325,26,college/grad student,M
50326,26,college/grad student,M
50327,54,homemaker,M
50328,26,technician/engineer,M
50329,25,scientist,F
50330,28,executive/managerial,M
50331,36,retired,F
50332,13,K-12 student,F
50333,28,executive/managerial,M
50334,26,clerical/admin,F
50335,25,executive/managerial,M
50336,31,executive/managerial,M
50337,31,scientist,M
50338,30,college/grad student,M
50339,55,academic/educator,M
50340,34,other or not specified,F
50341,26,sales/marketing,M
50342,20,sales/marketing,M
50343,26,scientist,M
50344,33,executive/managerial,M
50345,27,executive/managerial,M
50346,19,programmer,M
50347,27,executive/managerial,F
50348,34,executive/managerial,M
50349,36,executive/managerial,M
50350,23,sales/marketing,M
50351,32,executive/managerial,M
50352,28,college/grad student,M
50353,43,academic/educator,F
50354,25,K-12 student,F
50355,34,technician/engineer,M
50356,20,scientist,M
50357,23,college/grad student,M
50358,27,programmer,M
50359,28,executive/managerial,M
50360,33,sales/marketing,M
50361,25,scientist,M
50362,43,scientist,M
50363,32,homemaker,M
50364,31,other or not specified,F
50365,32,self-employed,F
50366,34,college/grad student,M
50367,37,clerical/admin,M
50368,31,college/grad student,M
50369,28,other or not specified,F
50370,32,other or not specified,F
50371,30,college/grad student,M
50372,25,programmer,M
50373,34,executive/managerial,M
50374,26,college/grad student,M
50375,32,college/grad student,M
50376,33,college/grad student,M
50377,26,college/grad student,F
50378,33,sales/marketing,M
50379,32,self-employed,M
50380,29,executive/managerial,M
50381,33,sales/marketing,M
50382,30,self-employed,F
50383,26,college/grad student,M
50384,74,retired,F
50385,27,other or not specified,M
50386,26,college/grad student,M
50387,31,college/grad student,F
50388,34,scientist,M
50389,33,sales/marketing,M
50390,32,executive/managerial,M
50391,32,college/grad student,M
50392,39,other or not specified,M
50393,40,executive/managerial,M
50394,31,executive/managerial,M
50395,27,college/grad student,M
50396,31,sales/marketing,M
50397,28,self-employed,M
50398,31,sales/marketing,M
50399,32,sales/marketing,M
50400,34,college/grad student,F
50401,37,sales/marketing,F
50402,17,K-12 student,M
50403,44,executive/managerial,M
50404,34,college/grad student,M
50405,30,retired,M
50406,27,college/grad student,M
50407,25,scientist,M
50408,30,self-employed,M
50409,29,executive/managerial,F
50410,31,executive/managerial,M
50411,30,college/grad student,M
50412,29,executive/managerial,M
50413,26,scientist,M
50414,32,K-12 student,M
50415,30,sales/marketing,M
50416,25,other or not specified,F
50417,18,K-12 student,M
50418,30,self-employed,M
50419,27,scientist,M
50420,27,college/grad student,M
50421,20,sales/marketing,M
50422,31,executive/managerial,M
50423,31,executive/managerial,M
50424,29,college/grad student,M
50425,55,clerical/admin,M
50426,31,academic/educator,F
50427,32,scientist,M
50428,33,sales/marketing,M
50429,29,sales/marketing,M
50430,32,homemaker,M
50431,28,scientist,M
50432,32,college/grad student,M
50433,28,college/grad student,M
50434,34,college/grad student,M
50435,25,executive/managerial,M
50436,26,sales/marketing,M
50437,29,executive/managerial,M
50438,33,other or not specified,F
50439,28,other or not specified,M
50440,33,retired,M
50441,36,clerical/admin,M
50442,33,doctor/health care,M
50443,27,college/grad student,M
50444,30,college/grad student,M
50445,34,executive/managerial,M
50446,28,college/grad student,M
50447,40,other or not specified,M
50448,25,self-employed,M
50449,80,homemaker,F
50450,25,sales/marketing,M
50451,30,scientist,M
50452,28,executive/managerial,F
50453,25,artist,M
50454,21,K-12 student,F
50455,34,college/grad student,M
50456,32,homemaker,F
50457,29,artist,M
50458,28,college/grad student,M
50459,28,college/grad student,M
50460,27,other or not specified,M
50461,31,executive/managerial,M
50462,29,executive/managerial,M
50463,37,retired,F
50464,28,executive/managerial,M
50465,37,writer,F
50466,25,sales/marketing,M
50467,32,college/grad student,M
50468,31,college/grad student,M
50469,27,college/grad student,M
50470,32,college/grad student,M
50471,33,college/grad student,M
50472,29,executive/managerial,M
50473,33,other or not specified,M
50474,32,scientist,M
50475,25,self-employed,M
50476,33,scientist,M
50477,30,executive/managerial,M
50478,33,college/grad student,M
50479,28,college/grad student,M
50480,75,executive/managerial,M
50481,23,sales/marketing,M
50482,29,executive/managerial,M
50483,42,executive/managerial,M
50484,31,other or not specified,F
50485,83,retired,M
50486,34,other or not specified,F
50487,19,sales/marketing,M
50488,32,sales/marketing,M
50489,32,sales/marketing,M
50490,31,programmer,M
50491,33,executive/managerial,M
50492,21,other or not specified,M
50493,34,scientist,M
50494,26,K-12 student,M
50495,27,other or not specified,M
50496,29,scientist,M
50497,21,K-12 student,M
50498,30,academic/educator,M
50499,33,K-12 student,M
50500,31,scientist,M
50501,31,K-12 student,M
50502,29,executive/managerial,M
50503,33,executive/managerial,M
50504,34,other or not specified,F
50505,31,executive/managerial,M
50506,27,programmer,M
50507,34,self-employed,F
50508,25,college/grad student,F
50509,26,executive/managerial,M
50510,21,college/grad student,M
50511,32,scientist,M
50512,28,executive/managerial,M
50513,30,college/grad student,M
50514,83,academic/educator,M
50515,29,self-employed,M
50516,25,unemployed,M
50517,27,other or not specified,M
50518,28,sales/marketing,M
50519,25,executive/managerial,M
50520,27,college/grad student,F
50521,33,college/grad student,F
50522,33,executive/managerial,M
50523,28,scientist,M
50524,34,executive/managerial,M
50525,28,college/grad student,M
50526,29,sales/marketing,M
50527,31,executive/managerial,F
50528,26,self-employed,M
50529,33,college/grad student,F
50530,83,executive/managerial,M
50531,29,doctor/health care,M
50532,53,doctor/health care,F
50533,33,other or not specified,F
50534,34,executive/managerial,M
50535,24,sales/marketing,M
50536,33,sales/marketing,M
50537,27,college/grad student,M
50538,32,executive/managerial,M
50539,39,college/grad student,F
50540,27,homemaker,M
50541,34,sales/marketing,M
50542,18,K-12 student,M
50543,32,self-employed,M
50544,19,sales/marketing,M
50545,32,sales/marketing,M
50546,28,self-employed,M
50547,44,academic/educator,M
50548,34,executive/managerial,M
50549,28,college/grad student,M
50550,27,self-employed,M
50551,30,scientist,M
50552,21,sales/marketing,M
50553,26,executive/managerial,M
50554,30,executive/managerial,M
50555,34,other or not specified,M
50556,34,college/grad student,M
50557,72,retired,F
50558,35,executive/managerial,M
50559,25,technician/engineer,M
50560,21,sales/marketing,M
50561,34,college/grad student,M
50562,25,executive/managerial,M
50563,25,college/grad student,M
50564,27,college/grad student,F
50565,28,other or not specified,F
50566,43,clerical/admin,M
50567,37,clerical/admin,M
50568,22,scientist,M
50569,27,sales/marketing,M
50570,29,sales/marketing,M
50571,26,college/grad student,M
50572,29,college/grad student,M
50573,34,other or not specified,F
50574,29,sales/marketing,M
50575,34,clerical/admin,F
50576,30,homemaker,M
50577,32,sales/marketing,M
50578,29,other or not specified,M
50579,26,scientist,M
50580,29,college/grad student,M
50581,31,executive/managerial,M
50582,27,college/grad student,M
50583,18,scientist,M
50584,29,college/grad student,F
50585,28,scientist,M
50586,34,sales/marketing,M
50587,29,other or not specified,M
50588,31,executive/managerial,M
50589,34,academic/educator,F
50590,29,college/grad student,M
50591,25,executive/managerial,M
50592,27,college/grad student,M
50593,29,executive/managerial,M
50594,23,scientist,M
50595,33,sales/marketing,M
50596,26,homemaker,F
50597,25,self-employed,M
50598,33,scientist,M
50599,34,sales/marketing,M
50600,26,scientist,M
50601,27,other or not specified,F
50602,25,executive/managerial,M
50603,25,clerical/admin,M
50604,34,other or not specified,M
50605,31,self-employed,M
50606,30,college/grad student,M
50607,28,self-employed,M
50608,29,executive/managerial,M
50609,18,academic/educator,F
50610,27,college/grad student,F
50611,34,sales/marketing,M
50612,31,executive/managerial,M
50613,31,academic/educator,M
50614,34,college/grad student,M
50615,31,executive/managerial,M
50616,28,scientist,M
50617,31,academic/educator,M
50618,44,executive/managerial,M
50619,26,scientist,M
50620,28,college/grad student,M
50621,25,scientist,M
50622,28,college/grad student,F
50623,32,other or not specified,F
50624,33,scientist,M
50625,28,scientist,M
50626,25,other or not specified,M
50627,28,self-employed,M
50628,32,academic/educator,M
50629,83,doctor/health care,F
50630,29,executive/managerial,M
50631,31,college/grad student,M
50632,34,executive/managerial,M
50633,25,executive/managerial,M
50634,28,executive/managerial,M
50635,26,self-employed,M
50636,26,academic/educator,M
50637,16,customer service,M
50638,26,college/grad student,M
50639,34,college/grad student,M
50640,29,scientist,F
50641,29,sales/marketing,M
50642,34,college/grad student,M
50643,27,college/grad student,M
50644,34,self-employed,M
50645,24,scientist,M
50646,25,executive/managerial,F
50647,34,executive/managerial,M
50648,25,academic/educator,F
50649,29,college/grad student,M
50650,33,scientist,M
50651,28,college/grad student,M
50652,25,self-employed,M
50653,33,self-employed,M
50654,26,college/grad student,F
50655,26,college/grad student,M
50656,28,homemaker,F
50657,27,executive/managerial,M
50658,22,sales/marketing,M
50659,28,sales/marketing,M
50660,25,clerical/admin,F
50661,23,scientist,M
50662,29,sales/marketing,M
50663,31,college/grad student,M
50664,28,college/grad student,M
50665,32,other or not specified,M
50666,22,sales/marketing,M
50667,31,college/grad student,M
50668,18,scientist,F
50669,25,sales/marketing,M
50670,25,executive/managerial,M
50671,27,tradesman/craftsman,M
50672,34,self-employed,M
50673,26,executive/managerial,F
50674,32,scientist,M
50675,24,college/grad student,M
50676,30,programmer,M
50677,32,sales/marketing,M
50678,21,sales/marketing,M
50679,33,sales/marketing,M
50680,39,academic/educator,M
50681,25,executive/managerial,M
50682,27,scientist,F
50683,33,executive/managerial,M
50684,29,clerical/admin,F
50685,27,college/grad student,M
50686,30,college/grad student,M
50687,29,homemaker,M
50688,32,executive/managerial,M
50689,29,executive/managerial,M
50690,32,college/grad student,F
50691,31,college/grad student,M
50692,27,scientist,M
50693,34,academic/educator,M
50694,29,executive/managerial,M
50695,31,scientist,M
50696,29,college/grad student,M
50697,34,college/grad student,M
50698,18,K-12 student,F
50699,27,college/grad student,M
50700,21,sales/marketing,F
50701,30,college/grad student,M
50702,28,college/grad student,M
50703,28,other or not specified,F
50704,32,college/grad student,M
50705,32,executive/managerial,M
50706,34,self-employed,M
50707,28,executive/managerial,M
50708,41,sales/marketing,M
50709,26,executive/managerial,M
50710,52,executive/managerial,M
50711,26,college/grad student,F
50712,15,sales/marketing,M
50713,26,executive/managerial,M
50714,36,executive/managerial,M
50715,74,sales/marketing,F
50716,30,executive/managerial,M
50717,24,college/grad student,M
50718,27,scientist,M
50719,28,college/grad student,M
50720,33,sales/marketing,M
50721,30,scientist,M
50722,33,sales/marketing,M
50723,31,self-employed,M
50724,29,other or not specified,M
50725,31,college/grad student,F
50726,18,college/grad student,M
50727,34,college/grad student,M
50728,33,other or not specified,F
50729,31,executive/managerial,M
50730,28,executive/managerial,M
50731,52,self-employed,F
50732,23,sales/marketing,M
50733,25,other or not specified,M
50734,33,executive/managerial,M
50735,31,executive/managerial,M
50736,31,executive/managerial,M
50737,34,college/grad student,M
50738,26,scientist,M
50739,26,sales/marketing,M
50740,30,sales/marketing,M
50741,33,executive/managerial,M
50742,25,sales/marketing,M
50743,26,K-12 student,M
50744,33,sales/marketing,M
50745,31,other or not specified,M
50746,29,artist,M
50747,27,college/grad student,M
50748,29,executive/managerial,M
50749,28,self-employed,M
50750,31,college/grad student,M
50751,28,sales/marketing,M
50752,26,executive/managerial,M
50753,18,self-employed,F
50754,24,sales/marketing,M
50755,29,self-employed,M
50756,18,scientist,M
50757,34,executive/managerial,M
50758,34,executive/managerial,M
50759,31,self-employed,M
50760,34,college/grad student,M
50761,26,college/grad student,M
50762,29,college/grad student,F
50763,18,K-12 student,M
50764,22,college/grad student,M
50765,29,executive/managerial,M
50766,71,retired,F
50767,26,scientist,F
50768,30,artist,F
50769,34,self-employed,M
50770,33,college/grad student,M
50771,29,executive/managerial,M
50772,32,artist,M
50773,31,scientist,M
50774,29,clerical/admin,M
50775,34,homemaker,M
50776,30,sales/marketing,F
50777,23,K-12 student,M
50778,33,college/grad student,M
50779,47,retired,M
50780,32,college/grad student,M
50781,29,sales/marketing,M
50782,25,college/grad student,F
50783,18,sales/marketing,M
50784,31,executive/managerial,M
50785,31,college/grad student,M
50786,19,artist,M
50787,24,sales/marketing,M
50788,28,artist,M
50789,21,college/grad student,M
50790,14,K-12 student,M
50791,25,college/grad student,M
50792,32,scientist,M
50793,29,sales/marketing,M
50794,29,self-employed,M
50795,33,scientist,M
50796,20,sales/marketing,M
50797,29,sales/marketing,M
50798,25,executive/managerial,M
50799,34,executive/managerial,M
50800,33,retired,M
50801,26,scientist,M
50802,33,K-12 student,M
50803,31,scientist,M
50804,33,scientist,M
50805,32,college/grad student,M
50806,33,executive/managerial,M
50807,27,executive/managerial,M
50808,27,sales/marketing,M
50809,33,academic/educator,F
50810,28,sales/marketing,M
50811,25,executive/managerial,M
50812,29,executive/managerial,M
50813,28,college/grad student,F
50814,33,other or not specified,F
50815,34,college/grad student,M
50816,21,K-12 student,M
50817,30,sales/marketing,M
50818,33,college/grad student,F
50819,26,executive/managerial,M
50820,28,other or not specified,M
50821,31,artist,M
50822,29,sales/marketing,M
50823,22,sales/marketing,M
50824,33,academic/educator,M
50825,30,college/grad student,M
50826,31,scientist,F
50827,27,executive/managerial,M
50828,30,college/grad student,M
50829,34,executive/managerial,F
50830,21,artist,F
50831,30,sales/marketing,M
50832,25,college/grad student,M
50833,34,scientist,M
50834,34,college/grad student,M
50835,18,K-12 student,M
50836,33,scientist,M
50837,32,other or not specified,F
50838,34,self-employed,F
50839,30,college/grad student,M
50840,31,executive/managerial,M
50841,29,college/grad student,M
50842,40,academic/educator,M
50843,30,scientist,M
50844,32,retired,M
50845,13,K-12 student,F
50846,53,self-employed,F
50847,21,K-12 student,M
50848,31,college/grad student,M
50849,34,scientist,M
50850,31,executive/managerial,M
50851,32,executive/managerial,M
50852,30,executive/managerial,M
50853,39,academic/educator,F
50854,31,college/grad student,M
50855,19,artist,F
50856,31,executive/managerial,M
50857,33,sales/marketing,M
50858,29,sales/marketing,M
50859,33,self-employed,F
50860,17,scientist,M
50861,26,executive/managerial,M
50862,25,scientist,M
50863,33,college/grad student,M
50864,31,executive/managerial,M
50865,25,self-employed,M
50866,26,executive/managerial,M
50867,34,college/grad student,F
50868,38,academic/educator,M
50869,32,other or not specified,M
50870,30,technician/engineer,M
50871,34,homemaker,M
50872,34,sales/marketing,M
50873,26,academic/educator,F
50874,26,scientist,M
50875,29,college/grad student,M
50876,26,sales/marketing,M
50877,34,scientist,M
50878,16,sales/marketing,M
50879,66,executive/managerial,M
50880,30,college/grad student,M
50881,27,college/grad student,M
50882,31,college/grad student,F
50883,25,sales/marketing,M
50884,29,executive/managerial,M
50885,33,college/grad student,M
50886,25,college/grad student,M
50887,33,clerical/admin,F
50888,18,self-employed,M
50889,18,K-12 student,M
50890,30,college/grad student,M
50891,26,sales/marketing,M
50892,34,college/grad student,F
50893,21,K-12 student,M
50894,33,scientist,M
50895,28,self-employed,F
50896,33,executive/managerial,M
50897,29,college/grad student,M
50898,34,sales/marketing,M
50899,31,scientist,M
50900,30,other or not specified,F
50901,32,college/grad student,F
50902,20,sales/marketing,M
50903,24,sales/marketing,F
50904,32,sales/marketing,M
50905,29,executive/managerial,M
50906,27,college/grad student,M
50907,30,executive/managerial,M
50908,32,retired,M
50909,25,self-employed,M
50910,25,college/grad student,M
50911,32,sales/marketing,M
50912,27,sales/marketing,M
50913,25,self-employed,M
50914,31,sales/marketing,M
50915,33,sales/marketing,F
50916,32,college/grad student,M
50917,33,self-employed,F
50918,31,college/grad student,M
50919,30,other or not specified,M
50920,29,scientist,M
50921,30,programmer,M
50922,28,scientist,M
50923,27,scientist,M
50924,26,college/grad student,M
50925,26,K-12 student,M
50926,33,clerical/admin,F
50927,30,college/grad student,M
50928,25,college/grad student,M
50929,28,executive/managerial,M
50930,28,college/grad student,M
50931,25,academic/educator,F
50932,25,K-12 student,M
50933,22,sales/marketing,M
50934,19,K-12 student,M
50935,30,executive/managerial,M
50936,32,homemaker,M
50937,27,other or not specified,M
50938,25,college/grad student,M
50939,32,scientist,M
50940,26,executive/managerial,M
50941,34,sales/marketing,M
50942,25,sales/marketing,M
50943,35,sales/marketing,M
50944,27,self-employed,M
50945,28,scientist,M
50946,27,executive/managerial,M
50947,33,college/grad student,M
50948,27,other or not specified,M
50949,25,self-employed,M
50950,18,K-12 student,M
50951,30,self-employed,M
50952,34,scientist,M
50953,26,programmer,M
50954,29,executive/managerial,M
50955,26,executive/managerial,M
50956,30,self-employed,M
50957,26,sales/marketing,M
50958,34,sales/marketing,M
50959,83,academic/educator,M
50960,20,other or not specified,M
50961,32,self-employed,M
50962,29,scientist,M
50963,29,executive/managerial,M
50964,28,sales/marketing,M
50965,22,college/grad student,M
50966,29,customer service,M
50967,26,sales/marketing,M
50968,31,artist,F
50969,30,self-employed,M
50970,32,college/grad student,M
50971,25,self-employed,M
50972,25,executive/managerial,M
50973,31,sales/marketing,M
50974,54,retired,F
50975,29,sales/marketing,F
50976,28,executive/managerial,M
50977,31,executive/managerial,M
50978,26,retired,M
50979,33,sales/marketing,M
50980,33,college/grad student,M
50981,25,lawyer,M
50982,28,artist,M
50983,18,K-12 student,M
50984,34,executive/managerial,M
50985,26,college/grad student,M
50986,30,sales/marketing,M
50987,34,executive/managerial,M
50988,29,college/grad student,F
50989,25,self-employed,M
50990,34,college/grad student,F
50991,32,college/grad student,M
50992,34,homemaker,M
50993,25,college/grad student,F
50994,33,other or not specified,M
50995,32,executive/managerial,M
50996,26,other or not specified,F
50997,28,other or not specified,M
50998,29,other or not specified,M
50999,25,college/grad student,M
51000,25,college/grad student,M
51001,25,other or not specified,M
51002,27,other or not specified,M
51003,32,self-employed,M
51004,32,other or not specified,M
51005,31,sales/marketing,M
51006,32,scientist,M
51007,27,other or not specified,M
51008,27,homemaker,M
51009,31,sales/marketing,M
51010,28,homemaker,M
51011,27,college/grad student,M
51012,30,scientist,M
51013,30,executive/managerial,M
51014,28,college/grad student,M
51015,34,other or not specified,F
51016,18,scientist,M
51017,27,executive/managerial,M
51018,15,artist,M
51019,30,executive/managerial,M
51020,25,college/grad student,M
51021,34,scientist,M
51022,30,writer,F
51023,27,academic/educator,M
51024,33,other or not specified,M
51025,30,programmer,M
51026,26,sales/marketing,M
51027,35,executive/managerial,M
51028,34,programmer,F
51029,34,executive/managerial,M
51030,34,executive/managerial,M
51031,26,doctor/health care,M
51032,25,college/grad student,M
51033,33,college/grad student,F
51034,34,executive/managerial,M
51035,37,academic/educator,M
51036,32,scientist,M
51037,28,artist,M
51038,26,college/grad student,M
51039,29,scientist,M
51040,49,other or not specified,M
51041,32,college/grad student,M
51042,33,executive/managerial,F
51043,27,sales/marketing,M
51044,25,college/grad student,M
51045,25,self-employed,M
51046,27,executive/managerial,M
51047,30,other or not specified,M
51048,25,executive/managerial,M
51049,28,sales/marketing,M
51050,33,lawyer,F
51051,25,executive/managerial,M
51052,30,executive/managerial,M
51053,30,college/grad student,M
51054,22,scientist,M
51055,26,other or not specified,M
51056,31,self-employed,M
51057,29,scientist,M
51058,27,college/grad student,M
51059,42,college/grad student,M
51060,35,academic/educator,M
51061,29,executive/managerial,M
51062,31,scientist,M
51063,86,executive/managerial,F
51064,31,college/grad student,M
51065,26,college/grad student,F
51066,28,college/grad student,M
51067,28,college/grad student,M
51068,31,executive/managerial,M
51069,21,scientist,M
