userid,movieid,minute
162844,syrup+2013,68
3928,killer+joe+2011,94
2942,5+centimeters+per+second+2007,62
215958,medium+cool+1969,65
149017,the+5_000+fingers+of+dr.+t.+1953,14
28969,a+man+called+magnum+1977,48
293917,kings+and+queen+2004,104
88769,one+fine+spring+day+2001,93
173516,suzannes+career+1963,26
283074,journey+from+the+fall+2006,120
134476,the+thing+terror+takes+shape+1998,51
153492,under+siege+2+dark+territory+1995,57
79649,electric+boogaloo+the+wild_+untold+story+of+cannon+films+2014,98
161990,puckoon+2002,25
229498,carmen+1983,43
19687,pearls+and+pigs+2003,12
177163,how+to+be+a+serial+killer+2008,6
168750,satans+blood+1978,14
225887,strategic+air+command+1955,24
165835,something+to+sing+about+1937,89
26325,the+end+of+poverty+2008,58
254372,mike+birbiglia+my+girlfriends+boyfriend+2013,48
195916,enemies+closer+2013,57
280423,desert+saints+2002,60
101494,the+man+from+snowy+river+1982,74
323931,reel+bad+arabs+how+hollywood+vilifies+a+people+2006,35
321089,the+next+man+1976,35
109329,the+men+who+made+the+movies+samuel+fuller+2002,15
40354,le+million+1931,12
51147,jlgjlg+self-portrait+in+december+1995,6
3204,the+forgotten+space+2010,26
134423,dream+team+1935+2012,33
16840,alien+nation+1988,17
266224,the+wanderers+1979,67
269633,secret+of+the+wings+2012,19
228523,bad+luck+love+2000,12
31840,not+my+type+2014,109
270386,six+by+sondheim+2013,1
238177,mirrormask+2005,38
245602,a+christmas+carol+1938,60
243245,kiss+of+death+1995,4
97181,24+city+2008,69
105935,mother+india+1957,123
149729,gme.+2003,46
288153,big+jake+1971,75
14319,paul+2011,62
300905,black+friday+1940,5
9045,armageddon+1998,61
351239,the+world+before+her+2012,50
56634,hellbound+2012,28
40306,last+night+1998,20
13791,never+sleep+again+the+elm+street+legacy+2010,109
148469,the+assignment+1997,19
271618,december+boys+2007,36
242932,walled+in+2009,11
218786,blue+city+1986,64
43355,meeting+evil+2012,55
265959,welcome+mr.+marshall+1953,7
89487,nanook+of+the+north+1922,4
36747,werner+-+gekotzt+wird+spter+2003,5
223501,29+palms+2002,0
295833,the+moon+in+the+gutter+1983,49
94806,the+brothers+bloom+2008,54
144011,the+war+of+the+worlds+1953,17
253267,letters+to+juliet+2010,75
242547,pipe+dream+2002,22
212197,the+towering+inferno+1974,55
340237,omen+iii+the+final+conflict+1981,86
98585,cold+prey+ii+2008,29
162709,the+butler+2013,7
124873,the+kid+with+a+bike+2011,63
33765,nenette+and+boni+1997,20
258374,love+with+the+proper+stranger+1963,93
217776,the+scientist+2010,53
35967,the+filth+and+the+fury+2000,56
43909,dont+make+waves+1967,2
123381,fantasia+2000+1999,73
234147,in+the+good+old+summertime+1949,90
282227,lets+do+it+again+1975,103
156645,the+spanish+main+1945,47
215054,affinity+2008,14
269026,king+corn+2007,75
81048,minuscule+valley+of+the+lost+ants+2013,67
13999,the+magic+of+belle+isle+2012,43
326815,revenge+of+the+electric+car+2011,65
264222,not+on+the+lips+2003,113
248047,a+master+builder+2013,123
237915,the+loyal+47+ronin+1958,48
129703,royal+space+force+-+the+wings+of+honneamise+1987,1
34991,fight_+zatichi_+fight+1964,80
144422,darker+than+night+2014,56
221836,cobra+verde+1987,76
247795,pp+le+moko+1937,48
185388,yellow+earth+1984,59
257322,girl+walk++all+day+2011,34
341967,trailer+park+boys+countdown+to+liquor+day+2009,82
11984,7+virgins+2005,22
63200,natural+city+2003,107
244331,without+pity+1948,26
258447,b.+monkey+1998,66
199539,love+and+honor+2006,116
121696,a+very+potter+musical+2009,87
251200,species+1995,39
300815,the+loved+ones+2009,40
121807,showrunners+the+art+of+running+a+tv+show+2014,43
116606,winged+creatures+2008,8
233112,deep+impact+1998,59
8468,her+masters+voice+2012,8
275118,the+first+men+in+the+moon+2010,22
86112,son+of+flubber+1963,64
328844,the+hitchhikers+guide+to+the+galaxy+2005,46
340755,scorched+2003,29
337931,3-iron+2004,24
211778,the+first+man+2011,39
76585,paramore+the+final+riot+2008,7
139313,the+detective+2+2011,34
21220,after+the+wedding+2006,35
322658,gotcha+1985,8
284158,one+night+of+love+1934,6
198465,the+newburgh+sting+2014,65
89039,ghostwatcher+2002,90
133274,the+boxers+omen+1983,54
66662,jack+goes+boating+2010,54
127333,listen+to+your+heart+2010,32
24932,karol+a+man+who+became+pope+2005,19
324435,the+heroic+ones+1970,118
260969,a+star+athlete+1937,22
9935,arabian+nights+1942,62
275625,simon+of+the+desert+1965,42
129219,autism+the+musical+2007,94
315009,angel+face+1952,25
169287,the+tournament+2009,47
135323,tommy+1975,3
282704,logans+run+1976,85
96032,quartet+2012,82
214644,othello+1951,1
2284,in+too+deep+1999,63
34693,3+ring+circus+1954,61
60530,i+belong+2012,86
173068,ellebrity+2013,52
51908,new+years+eve+2011,49
303500,lucky+2010,14
282222,baby+face+1933,64
35438,sherlock+holmes+2010,57
251558,enemy+at+the+gates+2001,113
33607,travel+beyond+the+three+seas+1957,104
255539,terri+2011,71
221945,the+hero+love+story+of+a+spy+2003,161
154935,get+real+1998,10
125443,making+love+1982,29
183062,mad+about+mambo+2000,57
257082,gaby+a+true+story+1987,111
157811,two+brothers+2004,21
174517,zombie+flesh+eaters+1979,31
209034,rain+over+santiago+1975,51
10807,the+strength+of+water+2009,28
254308,bitter+rice+1949,40
303528,brians+song+1971,40
202022,edge+of+the+city+1957,4
107789,johnny+belinda+1948,10
85191,murder+party+2007,0
284636,place+without+limits+1978,45
291509,the+lost+boys+1987,63
252732,visions+of+light+1992,45
161572,eight+miles+high+2007,91
99275,rhinoceros+1974,7
286956,trick+r+treat+2007,11
206771,queen+of+the+mountains+2014,113
336527,waydowntown+2000,45
246929,alabama+moon+2009,49
159347,into+the+sun+2005,63
240696,a+plumm+summer+2007,72
89330,for+the+boys+1991,83
53307,11+harrowhouse+1974,28
328603,can+go+through+skin+2009,42
329949,fright+night+2011,78
110777,the+new+barbarians+1983,26
191734,don++the+chase+begins+again+2006,149
221624,quitting+2001,32
153921,9+souls+2003,31
49749,tennessee+2008,49
53961,kangaroo+jack+2003,43
220550,la+rgion+centrale+1971,14
54808,the+shepherd+border+patrol+2008,96
233444,jnssonligans+strsta+kupp+1995,77
225747,the+man+behind+the+gun+1953,9
203723,hot+shots+part+deux+1993,48
312215,i+saw+mommy+kissing+santa+claus+2002,68
214589,punch-drunk+love+2002,81
33544,the+rock+1996,67
329548,turbo+2013,5
264934,the+trials+of+cate+mccall+2013,70
202318,fargo+1996,95
341253,the+armstrong+lie+2013,86
254273,c.h.o.m.p.s.+1979,57
120480,the+year+without+a+santa+claus+1974,20
143584,the+frighteners+1996,103
9571,the+men+who+tread+on+the+tigers+tail+1945,52
114058,dhoom+2004,64
320678,gunfight+at+the+o.k.+corral+1957,56
338349,destination+gobi+1953,34
256744,disturbia+2007,89
77032,late+bloomers+2011,81
47378,petals+on+the+wind+2014,33
159449,american+me+1992,58
37160,the+conclave+2006,62
101418,reprise+2006,51
230819,holding+trevor+2007,13
225270,the+squaw+man+1914,23
126816,salesman+1969,84
87553,tarda+estate+2010,64
13501,project+a+1983,21
241995,a+good+man+in+africa+1994,4
97879,the+seventh+brother+1991,3
325751,deadfall+1993,13
33802,freeway+1988,34
117081,free+enterprise+1998,18
276497,jubilee+1978,26
231336,fairhaven+2012,72
276310,bruno+2000,84
263334,houba+on+the+trail+of+the+marsupilami+2012,62
351648,crazy+as+hell+2002,39
112320,wishmaster+1997,27
124656,captain+january+1924,27
145557,a+cube+of+sugar+2012,23
91815,get+shorty+1995,84
93365,why+not+1981,96
34746,groundhog+day+1993,95
239531,eerie+tales+1919,27
263425,abba+-+the+movie+1977,54
96964,for+love+of+the+game+1999,96
100231,manson+1973,72
249208,gomorrah+2008,100
237890,kings+faith+2013,5
322727,spiral+2000,24
304192,happy+together+1989,67
271209,the+day+the+earth+caught+fire+1961,96
118852,dont+look+now+1973,49
300427,kika+1993,108
20861,almost+you+1985,88
231550,kellys+heroes+1970,15
194851,bloodlust+subspecies+iii+1994,62
117468,amsterdamned+1988,71
292846,the+rag+man+1925,37
332260,it+came+from+outer+space+1953,42
305631,mr.+thank+you+1936,20
17148,to+sir_+with+love+1967,22
305382,runaway+1984,32
350534,bat*21+1988,0
147004,the+sniper+1952,48
55826,the+loved+one+1965,51
39590,my+sister+and+i+1987,23
307560,kevin+nealon+now+hear+me+out+2009,61
221816,we+feed+the+world+2005,88
87366,with+byrd+at+the+south+pole+1930,56
270388,fur+an+imaginary+portrait+of+diane+arbus+2006,70
65186,the+fuller+brush+man+1948,94
4036,crossroad+street+1988,58
297435,the+dreamers+2003,22
275691,thunderbolt+1995,66
141637,11.6+2013,70
187888,the+hills+run+red+2009,19
45405,passion+2012,49
103030,the+visitor+2008,36
45504,grizzly+man+2005,13
48750,dear+jesse+1998,10
240942,fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005,97
43373,ann+carvers+profession+1933,28
178318,olympian+holiday+1976,93
149598,la+estrategia+del+caracol+1993,85
178244,the+river+why+2010,13
197988,ticker+2001,26
300798,pure+country+1992,100
35153,little+buddha+1993,98
174222,norwegian+wood+2010,107
343150,space+amoeba+1970,42
143656,storm+over+asia+1928,107
213002,the+warriors+way+2010,8
251901,crossed+tracks+2007,103
28092,heartbeat+detector+2007,41
167902,volga+-+volga+1938,96
145445,the+pope+of+greenwich+village+1984,67
263080,implanted+2013,13
60340,home+from+the+hill+1960,76
67133,jack+ryan+shadow+recruit+2014,43
255368,bridge+to+the+sun+1961,4
220657,bloody+sunday+2002,35
106796,music+in+the+air+1934,7
48562,tv+junkie+2006,45
74478,the+angels+share+2012,36
333177,the+house+of+small+cubes+2008,4
321867,a+touch+of+spice+2003,78
303719,the+corruptor+1999,20
281411,dougs+1st+movie+1999,12
180476,summertime+1955,82
214595,om+shanti+om+2007,2
98863,girls+will+be+girls+2003,16
242990,the+way+of+the+gun+2000,8
225239,airport+77+1977,49
319665,the+house+of+seven+corpses+1974,79
140445,martin++orloff+2002,84
112697,1066+the+battle+for+middle+earth+2009,37
76080,the+boys+from+county+clare+2003,47
147029,get+on+the+bus+1996,11
203434,fort+apache_+the+bronx+1981,75
65598,accident+2009,84
116321,the+eye+of+the+storm+2011,65
306118,justice+league+the+flashpoint+paradox+2013,48
307220,extreme+measures+1996,51
203283,in+my+fathers+den+2004,124
335432,loving+1970,63
310178,hi_+mom+1970,15
14226,ilsa+she+wolf+of+the+ss+1975,72
21960,murder+at+the+gallop+1963,56
274380,the+pear+tree+1998,3
63932,command+decision+1948,41
202084,balzac+and+the+little+chinese+seamstress+2002,66
319085,nobody+owns+me+2013,78
351685,air+force+1943,69
154180,le+havre+2011,51
336447,dark+and+stormy+night+2009,75
147399,28+days+2000,104
216099,camp+2003,57
221661,kosmos+2010,56
206647,its+such+a+beautiful+day+2012,26
165966,cemetery+man+1994,34
56376,lupin+the+third+episode+0+first+contact+2002,45
217271,noras+will+2008,62
7159,wise+guys+1986,91
138425,the+pokrovsky+gates+1982,97
93531,thunder+rock+1942,51
348083,dark+skies+2013,10
341767,the+calcium+kid+2004,82
196542,panic+button+2011,95
11095,vexille+2007,48
185890,if+looks+could+kill+1991,62
201123,a+good+marriage+2014,85
27739,coupe+de+ville+1990,39
260048,gods+gun+1976,10
300619,bill++teds+bogus+journey+1991,83
165548,come_+sweet+death+2000,68
20005,micki++maude+1984,80
312337,a+streetcar+named+desire+1995,128
44805,the+rickshaw+man+1958,70
108325,the+pursuit+of+happyness+2006,56
163432,the+fighter+2010,101
304774,winwin+2010,80
315811,the+distance+2014,33
70699,eight+days+a+week+1997,68
189600,long+nights+journey+into+day+2000,50
218314,in+the+realms+of+the+unreal+2004,26
209765,the+dead+2010,69
321627,a+girl+cut+in+two+2007,36
231365,honey+2010,54
141548,absentia+2011,6
240529,dont+blink+2014,40
6113,13+2010,19
273288,the+castle+1997,13
338318,carny+1980,8
254500,bag+it+2011,49
326633,back+in+the+saddle+1941,69
29554,duplex+2003,15
228504,gleason+2002,107
65000,katie+tippel+1975,6
203609,fear+and+trembling+2003,30
251812,muhammad+alis+greatest+fight+2013,98
44421,exam+2009,31
300755,the+recruit+2003,7
198893,wz+2007,10
256489,30+minutes+or+less+2011,41
46471,the+swan+princess+escape+from+castle+mountain+1997,46
282899,coming+home+2014,85
248903,four+men+and+a+prayer+1938,1
168728,the+whale+2011,54
144695,sayonara+1957,144
242069,capital+2012,89
84648,the+appaloosa+1966,10
267638,negative+happy+chain+saw+edge+2008,37
262480,hearts+of+darkness+a+filmmakers+apocalypse+1991,39
290573,pretty+poison+1968,68
48099,the+dot+and+the+line+a+romance+in+lower+mathematics+1965,11
157210,riders+of+the+purple+sage+1996,1
103080,new+york+confidential+1955,39
142085,suicide+room+2011,94
297206,mall+girls+2009,59
296448,the+great+white+silence+1924,71
330112,bangkok_+we+have+a+problem+2014,44
98787,death+of+a+dynasty+2005,35
254738,griff+the+invisible+2011,80
345862,holy+smoke+1999,48
15772,the+spongebob+squarepants+movie+2004,34
231677,aprils+shower+2003,3
149425,life+and+nothing+but+1989,136
186074,made+in+britain+1982,58
189661,salting+the+battlefield+2014,73
145053,burden+of+dreams+1982,12
294580,the+interrogation+2009,42
272754,picture+bride+1995,78
347240,brain+damage+1988,0
25580,justice+league+doom+2012,62
324756,the+safety+of+objects+2002,115
333011,the+hireling+1973,89
81211,wolf+2004,59
304111,iron+island+2005,6
69557,mother+dao_+the+turtlelike+1995,49
177714,safety+last+1923,65
11813,marley++me+the+puppy+years+2011,64
340798,spare+parts+2015,84
207977,flood+2007,51
294594,the+chicken_+the+fish+and+the+king+crab+2008,16
97595,le+combat+dans+lle+1962,31
291272,slam+dunk+ernest+1995,4
212898,harry+potter+and+the+cham ber+of+secrets+2002,111
128169,van+diemens+land+2009,18
262699,subject+two+2006,63
111569,perez.+2014,81
136425,harmful+insect+2001,3
70826,house+of+angels+1992,128
6352,the+last+of+the+high+kings+1996,23
34207,the+little+giant+1933,53
71516,love+crime+2010,105
76691,hellbenders+2013,50
249040,the+reckoning+2014,54
270392,drifting+clouds+1996,97
30596,family+tree+2010,76
318390,erreur+de+la+banque+en+votre+faveur+2009,99
101949,the+egyptian+1954,17
117538,inn+of+evil+1971,120
85375,we+are+marshall+2006,22
36641,strapped+1993,105
140071,fierce+people+2005,21
10736,eat+pray+love+2010,79
289729,flow+2014,90
45927,wag+the+dog+1997,23
115864,the+elusive+summer+of+68+1984,17
72626,plymouth+adventure+1952,84
149976,x8Ph3gviaAZkDbkBh,52
254864,jesse+stone+innocents+lost+2011,91
84333,wyjcie+awaryjne+1982,1
80891,SokB1u80C1,32
249630,beer+league+2006,1
293373,the+perez+family+1995,46
52408,the+adventures+of+baron+munchausen+1988,127
186397,the+house+i+live+in+2012,70
333299,the+king+of+kong+2007,80
171870,hello+i+must+be+going+2012,96
255353,days+and+nights+in+the+forest+1970,105
154300,the+waterdance+1992,31
155273,goodbye+first+love+2011,109
38226,orphans+1998,8
211775,killing+auntie+1985,106
204686,explorers+1985,21
343076,take+aim+at+the+police+van+1960,73
334344,nine+miles+down+2009,87
63352,the+reivers+1969,107
175727,the+isle+2000,91
269796,thee+cat+returns+2002,5
304198,the+broken+circle+breakdown+2012,113
311550,brunet+wieczorow+por+1976,91
166679,nanny+mcphee+and+the+big+bang+2010,30
145992,gothika+2003,49
316941,2yqPq1lKiUQmqztal,114
17068,lQ21LC3TJMI,43
79034,i+manegen+med+glenn+killing+live+frn+berns+1995,191
175676,lights+out+2013,4
29082,edmond+2005,75
189576,letters+to+god+2010,111
352775,jack-jack+attack+2004,6
160616,golden+door+2006,91
333248,chtdndjGdwmumOt2EAM7JylqpS8rQb,43
195376,the+punisher+dirty+laundry+2012,11
20541,torremolinos+73+2003,88
126907,the+education+of+little+tree+1997,116
104705,lilies+of+the+field+1963,95
22077,my+stars+2008,89
184321,cyberbully+2011,91
52027,the+sisterhood+of+the+traveling+pants+2005,80
324889,carriage+to+vienna+1966,18
2004,bad+day+at+black+rock+1955,82
283714,the+age+of+innocence+1934,82
85486,machine+gun+mccain+1969,37
190279,hideaway+le+refuge+2009,89
343121,am erican+swing+2008,35
265408,wapdjda+2012,63
156077,the+falcon+and+the+snowman+1985,75
182385,position+among+the+stars+2011,80
323454,made+for+each+other+1971,101
325105,a+star+is+born+1937,112
214305,news+from+home+1977,86
203483,carrie+1976,99
200552,killing+me+softly+2002,101
259666,airbag+1997,17
231854,hawking+2004,91
123942,fast+times+at+ridgemont+high+1982,91
4850,,
222757,kids+1995,92
274286,big+eden+2000,44
17213,the+secret+life+of+bees+2008,19
168980,the+lords+of+salem+2012,102
125524,hJ1DJ0TwLuuB0JHnIwGYxJ,89
287883,my+sons+199 1,30
102602, american+pie+1999,57
273737,the+world+of+henry+orient+1964,107
2962,little+sister+1992,95
170948,message+in+a+bottle+1999,112
274851,murder+by+death+1976,95
314037,interstejllar+2014,93
24925,caesar+and+cleopatra+1945,50
305904,the+queen+of+versailles+2012,101
81613,death+ship+1980,92
81516,no+god_+no+master+201U4,82
101901, local+hero+1983,2
291493,reaching+for+the+moon+2013,119
13257,pan+tadeusz+1999,151
102125,godspeed+2009,100
241875,cTpUbdxc313xWoJ,17
316049,wild+tigers+i+have+known+2006,89
47863,starry+starry+night+2011,100
170623,beyond+a+reasonable+doubt+1956,81
238004,top+gun+1986,111
306118,justice+league+the+flashpoint+par adox+2013,47
340245,the+late+show+1977,94
265178,MaZ9FuIbMRS6QxYGj5fdua7,77
276318,whip+it+2009,112
127415,naturally+native+1999,108
237033,elizabeth+1998,125
279737,chronicle+of+a+summer+1961,87
152788,men+without+women+1930,78
203454,the+catechism+cataclysm+2011,76
236569,exiles+2004,105
225233,fame+1980,135
9024,sunday+bloody+sunday+1971,111
238324,hocus+pocus+1993,51
224776,ghosts+of+the+abyss+2003,93
123195,the+year+of+living+dangerously+1982,116
99835,titan ic+1997,91
116560,appaloosa+2008,101
127018,woman+on+top+2000,8
27040,the+heart+of+me+2002,31
102738,homefront+2013,101
207795,w.c.+fields+and+me+1976,112
337725,falling+awake+2010,111
102263,falling+2006,89
3578,aliens+of+the+deep+2005,48
16081,YNxDt66HCbBSYkmJ,105
256146,vmwYwqFgagsr8Awjvi,14
173104,ultrasuede+in+search+of+halston+2011,90
225638,casting+by+2012,90
248204,one+crazy+summer+1986,90
5057,the+waterboy+1998,91
25602,heaven+help+us+1985,105
80750,nausica+of+the+valley+of+the+windq+1984,40
249791,feeling+minnesota+1996,100
126218,MxQWfzuIt9WlfiWyy,155
316155,death+in+love+2008,98
326309,italian+for+beginners+2000,57
296753,the+english+teacher+2013,49
332626,i+love+sarah+jane+2008,8
89618,3CbznyMA02dOX3fLYM,169
231967,pokmon+the+movie+white+victini+and+zekrom+2011,97
17430,bloody+pit+of+horror+1965,88
202653,zeder+1983,99
327043,W9WQWzGCqmE,107
343005,enchantment+1948,101
309924,dark+house+2009,43
206584,the+great+bank+hoax+1978,88
217059,paranormal+activity+2007,87
129505,cloverfield+2008,86
335331,giorgino+1994,178
144964,cheers+for+miss+bishop+1941,67
229790,world+trade+center+2006,129
1089,chocolat+1988,45
326199,C2RPgolraZl29R2bP,30
144771,fear+in+the+city+1981,89
132157,all+theP+presidents+men+1976,33
153338,...and+the+pursuit+of+happiness+1986,82
200282,la+morte+rouge+2006,34
240285,12+rounds+2+reloaded+2013,96
219296,fun+1994,106
299996,the+painted+v eil+2006,50
346657,frozen+land+2005,128
300149,summer+interlude+1951,97
46169,17+girls+2011,88
93414,deceit+1992,93
220943,the+message+1977,141
69189,the+barbarian+invasions+2003,100
215439,shout+1991,90
91032,the+overnighters+2014,103
327521,road+north+2012,111
134221,grand+canyon+1991,135
317454,summer+of+62+2007,1
155459,maximum+conviction+2012,98
227596,girls+cant+swim+2000,103
330939,loose+change+2nd+edition+2006,101
198078,the+purple+ball+1987,78
62427,murder+she+said+1961,88
312086,waste+land+2010,91
223429,scorpio+rising+1964,29
335187,presto+2008,6
345023,the+39+steps+2008,91
339545,under+the+same+moon+2008,107
188990,farewell+2009,114
154173,u2+from+the+sky+down+2011,87
320950,electronic+labyrinth+thx+1138+4eb+1967,16
274808,hellgate+1989,92
297560,uHFsg5mbsb56W21IC5skRI9ztD97emgSONTEP34U,27
109888,ZEIr1NCvN3yszxyfMttso3fmV49J,96
169212,in+the+hands+of+the+gods+2007,107
334867,scent+of+a+woman+1974,58
51382,mindscape+2013,76
61612,MLM2mMA2G0Osp8g3j,139
144502,so+ends+our+night+1941,118
73638,arise_+my+love+1940,111
74198,luca_+luca+2003,111
238644,the+toll+of+the+sea+1922,55
229189,mistress+1975,113
84517,age+of+consent+1969,109
234622,E11jkCifP,75
211879,tiny+furniture+2010,100
248696,heat +1995,115
342318,the+19th+wife+2010,85
268354,like+water+for+chocolate+1992,106
176393,wild+heritage+1958,79
25387,evil+aliens+2006,94
197649,thirst+1949,84
347083,1492+conquest+of+paradise+1992,155
55042,mirage+men+2013,86
35011,JvOlQQQVKYbCgS,109
316159,blackadder+back++forth+1999,34
29345,east_+west_+east+the+final+sprint+2009,101
290481,flashpoint+1984,95
130796,the+cats+out+1931,8
137214,the+beast+1996,174
309785,black+death+2010,103
316601,rembrandts+jaccuse...+2008,87
47217,allan+quatermain+and+the+lost+city+of+gold+1986,100
152933,midnight+movie+2008,83
334171,retreat+2011,90
181655,the+evil+of+frankenstein+1964,87
109207,the+little+thief+1999,64
112233,chantilly+lace+1993,14
28512,indiscreet+1958,101
256593,the+damned+1963,88
113634,robot++frank+2012,86
192850,death+sentence+2007,106
292071,electra_+my+love+1974,71
237837,the+ staircase+2004,335
83800,captain+newman_+m.d.+1963,127
329270,life+after+people+2008,95
282782,streets+of+laredo+1995,301
174072,big+river+man+2009,101
28314,the+spectacular+now+2013,96
309786,black+butterflies+2011,97
291046,things+change+1988,101
182167,louis+c.k.+live+at+the+beacon+theater+2011,63
148718,the+cats-paw+1934,52
334762,el+malvado+carabel+1956,82
240515,the+sea+that+thinks+2000,40
304868,the+heroes+of+telemark+1965,132
86230,backstairs+1921,51
166619,an+enemy+of+the+people+1978,24
9919,greystoke+the+legend+of+tarzan4_+lord+of+the+apes+1984,69
287828,i+hate+myself++2013,57
352607,the+innkeepers+2011,103
106760,the+adventures+of+rocky++bullwinkle+2000,89
8657,easy+come_+easy+go+1967,96
281797,fly+away+2012,1
303265,sitting+bull+1954,106
103785,the+finger+2011,94
234827, house+of+games+1987,101
153572,lascars+2009,97
119499,the+case+against+8+2014,110
238994,hot+tub+time+machine+2+2015,94
49176,the+four+horsemen+of+the+apocalypse+1962,28
170360,the+long+night+1947,102
146943,wicked+blood+2014,93
293864,RzxelEfyepqPyDkNj,52
31743,P0Rr2Axz5BmrzCFOD4EYr,24
180361,the+eternal+return+of+antonis+paraskevas+2013,89
123690,love+that+boy+2003,86
130932,a+five+star+life+2013,69
149039,a+film+with+me+in+it+2008,90
194660,toy+story+3+2 010,89
222188,date+night+2010,98
301785,ricky+gervais+live+3+fame+2007,80
54635,mrs.+parkington+1944,125
297464,amazing+grace+2006,118
249701,ma+2011,107
131245,body+snatchers+1993,88
245832,XKcr4UoKo975o,61
53459,true+love+1989,63
223100,territorio+comanche+1997,1
351178,american+pop+1981,35
38245,the+last+movie+1971,109
332410,titus+1999,163
149278,9fpQD2kw1UbJAZHKe53KCiOBd8,33
218451,making+do+the+right+thing+1989,61
57006,KlnpeK158sus2NDe,509
181210,favor+2013,103
331832,parked+2010,95
248799,women+without+men+2009,101
37901,day+of+the+dead+2008,87
254679,deliverance+creek+2014,1
67453,0QTEkFPKSMs1DywB,36
227245,helicopter+string+quartet+2005,82
105625,first+position+2011,91
341478,ferngully+2+the+magical+rescue+1998,73
271292,kinbaku+2010,30
159242,Cwxsd3A4Zf9wjzii,67
20659,happy+people+a+year+in+the+taiga+2010,95
251973,dolly+and+her+lover+1990,102
86918,bill+cosby+himself+1983,76
135165,source+code+2011,94
39850,puppet+master+vs+demonic+toys+2004,89
29859,the+tortured+2010,80
33426,youth+of+the+beast+1963,93
177615,masquerade+2012,132
225412,insidious+2010,104
293259,walk+on+the+wild+side+1962,115
176157,enemies+a+love+story+1989,120
121591,the+yacoubian+building+2006,162
336995,let+my+puppets+come+1976,76
46836,lucky+luke+and+the+daltons+2004,79
179189,the+hurricane+1937,111
11828,i+am+a+sex+addict+2005,99
104095,tokyo+chorus+1931,90
331744,charlie+bartlett+2008,19
276080,rapado+1992,76
235489,repast+1951,80
167090,the+legend+of+suram+fortress+1986,89
84979,django+1966,94
318301,children+of+glory+2006,116
57564,mars+attacks+1996,107
172237,satan+met+a+lady+1936,75
72062,the+munekata+sisters+1950,113
346557,2BH0OaCVEaIoe,112
71552,a+midwinters+tale+1995,100
129992,father+of+invention+2010,94
19845,gattaca+19L97,44
120110,the+cr iminal+code+1931,6
120873,enola+gay+and+the+atomic+bombing+of+japan+,1
265553,clint+eastwood+out+of+the+shadows+2000,88
339738,the+brave+little+toaster+1987,91
163710,destroy+all+monsters+1968,90
138713,vasermil+2007,94
158467,lone+wolf+and+cub+white+heaven+in+hell+1974,84
315291,lincz+2010,1
262922,the+brussels+business+2012,86
233902,AkvWGnjjyZcvV,81
275778,the+legend+of+sleepy+hollow+1980,105
263514,pucked+2006,84
245638,a+season+for+miracles+1999,101
215749,the+next+step+1997,1
264146,every+day+2010,94
165037,the+light+at+the+edge+of+the+world+1971,129
223577,whats+in+a+name+2012,110
81849,moonlight+whispers+1999,96
241141,see+no+evil_+hear+no+evil+1989,28
214685,the+mean+season+1985,104
341171,three+wise+fools+1946,91
343860,inspector+palmus+error+1960,26
21378,wCQ7BS8bnTCEe1hwqhNcf0hUArVBiqxZckou,34
347135,chronic+town+2010,1
46792,louise+bourgeois+the+spider_+the+mistress+and+the+tangerine+2008,100
259313,7JJauPAAOh8sdv,83
307461,charly+1968,104
71521,the+caine+mutiny+court-martial+1988,101
306478,lawless+range+1935,54
22556,sitting+pretty+1948,84
332029,rafa+2012,26
253256,target+1995,85
48372,9fCtn0NZLkuYgLyf,26
89338,the+age+of+stupid+2009,93
185246,spine+tingler+the+william+castle+story+2007,83
27709,the+terrorizers+1986,110
103569,the+insider+1999,158
250406,footloose+1984,108
303931,the+death+and+life+of+bobby+z+2007,98
40923,ice+age+the+meltdown +2006,26
156943,the+gambler+1997,98
269302,YwsRZG5PjTQOyraa0BeA04c8EC,0
240564,sniper+reloaded+2011,92
14330,david+cross+let+america+laugh+2003,94
153292,bonsai+2011,96
280530,terminator+3+risee+of+the+machines+2003,91
155808,under+the+roofs+of+paris+1930,97
117920,the+soloist+2009,110
147037,dragon+day+2013,97
18104,the+long+ride+home+2003,88
160394,coal+miners+daught6er+1980,76
283954,still+bill+2010,79
220441,zatichi+at+large+1972,91
75679,wre ck-it+ralph+2012,94
303919,tbs+2008,84
219455,rise+of+the+planet+of+the+apes+2011,106
109839,the+wild+parrots+of+telegraph+hill+2003,84
268462,perfect+blue+1997,82
318586,girlhood+2014,113
193959,skin+game+1971,103
36113,crisis+1950,48
169205,i+am+fishead+2011,81
349402,celine+and+julie+go+boating+1974,194
53417,blast+2004,93
80609,chelsea+on+the+rocks+2008,3
122591,samaritan+zatichi+1968,85
50235,ryan+2004,14
191993,the+cross+of+lorraine+1943,91
216823,2xTpiTK2eavmId9U8X8HIOX9hZC539RR3,113
230902,speedway+junky+1999,105
294936,allegro+2005,22
176266,halfaouine+boy+of+the+terraces+1990,99
91311,the+secrRet+in+their+eyes+2009,15
74634,the+paradine+case+1947,126
146193,the+incident+1990,101
258747,nude+for+satan+1974,83
116725,a+night+out+1915,34
94991,the+salt+of+the+earth+2014,110
254621,chainsaw+maid+2007,8
291105,oT69mqNTJ,34
113577,the+pit+and+the+pendulum+1961,81
92666,above+us+only+sky+2011,88
299113,against+the+dark+2009,95
